Family,Species,Genus,Epithet,Author(s),Status,UsageID,Tax source,Reference I,Reference II,Reference III,Hemi,,,
Orchidaceae,Epiblastus angustifolius,Epiblastus,angustifolius,Schltr.,accepted,wfo-0000949240,wfo,Pridgeon et al. (1999-2014),,,,,,
Orchidaceae,Epiblastus auriculatus,Epiblastus,auriculatus,Schltr.,accepted,wfo-0000949241,wfo,Pridgeon et al. (1999-2014),,,,,,
Orchidaceae,Epiblastus basalis,Epiblastus,basalis,Schltr.,accepted,wfo-0000949242,wfo,Pridgeon et al. (1999-2014),,,,,,
Orchidaceae,Epiblastus buruensis,Epiblastus,buruensis,J.J.Sm.,accepted,wfo-0000949243,wfo,Pridgeon et al. (1999-2014),,,,,,
Orchidaceae,Epiblastus chimbuensis,Epiblastus,chimbuensis,P.Royen,accepted,wfo-0000949244,wfo,Pridgeon et al. (1999-2014),,,,,,
Orchidaceae,Epiblastus cuneatus,Epiblastus,cuneatus,J.J.Sm.,accepted,wfo-0000949245,wfo,Pridgeon et al. (1999-2014),,,,,,
Orchidaceae,Epiblastus kerigomnensis,Epiblastus,kerigomnensis,P.Royen,accepted,wfo-0000949248,wfo,Pridgeon et al. (1999-2014),,,,,,
Orchidaceae,Epiblastus lancipetalus,Epiblastus,lancipetalus,Schltr.,accepted,wfo-0000949249,wfo,Pridgeon et al. (1999-2014),,,,,,
Orchidaceae,Epiblastus masarangicus,Epiblastus,masarangicus,(Kraenzl.) Schltr.,accepted,wfo-0000949250,wfo,Pridgeon et al. (1999-2014),,,,,,
Orchidaceae,Epiblastus merrillii,Epiblastus,merrillii,L.O.Williams,accepted,wfo-0000949251,wfo,Pridgeon et al. (1999-2014),,,,,,
Orchidaceae,Epiblastus montihageni,Epiblastus,montihageni,P.Royen,accepted,wfo-0000949252,wfo,Pridgeon et al. (1999-2014),,,,,,
Orchidaceae,Epiblastus neohibernicus,Epiblastus,neohibernicus,Schltr.,accepted,wfo-0000949253,wfo,Pridgeon et al. (1999-2014),,,,,,
Orchidaceae,Epiblastus ornithidioides,Epiblastus,ornithidioides,Schltr.,accepted,wfo-0000949254,wfo,Pridgeon et al. (1999-2014),,,,,,
Orchidaceae,Epiblastus pteroglotta,Epiblastus,pteroglotta,Gilli,accepted,wfo-0000949255,wfo,Pridgeon et al. (1999-2014),,,,,,
Orchidaceae,Epiblastus pulchellus,Epiblastus,pulchellus,Schltr.,accepted,wfo-0000949256,wfo,Pridgeon et al. (1999-2014),,,,,,
Orchidaceae,Epiblastus schultzei,Epiblastus,schultzei,Schltr.,accepted,wfo-0000949260,wfo,Pridgeon et al. (1999-2014),,,,,,
Orchidaceae,Epiblastus sciadanthus,Epiblastus,sciadanthus,(F.Muell.) Schltr.,accepted,wfo-0000949261,wfo,Pridgeon et al. (1999-2014),,,,,,
Orchidaceae,Epiblastus torricellensis,Epiblastus,torricellensis,Schltr.,accepted,wfo-0000949263,wfo,Pridgeon et al. (1999-2014),,,,,,
Orchidaceae,Epiblastus tuberculatus,Epiblastus,tuberculatus,R.S.Rogers,accepted,wfo-0000949264,wfo,Pridgeon et al. (1999-2014),,,,,,
Orchidaceae,Epidendrum abbottii,Epidendrum,abbottii,L.Sánchez & Hágsater,accepted,wfo-0000949316,wfo,WCSP (2012),,,,,,
Orchidaceae,Epidendrum ackermanii,Epidendrum,ackermanii,Hágsater,accepted,wfo-0000912433,wfo,WCSP (2012),,,,,,
Orchidaceae,Epidendrum acreense,Epidendrum,acreense,(Brieger & Bicalho) Christenson,accepted,wfo-0000949324,wfo,WCSP (2012),,,,,,
Orchidaceae,Epidendrum acroamparoanum,Epidendrum,acroamparoanum,Hágsater & L.Sánchez,accepted,wfo-0000808543,wfo,WCSP (2012),,,,,,
Orchidaceae,Epidendrum acrobatesii,Epidendrum,acrobatesii,Hágsater & Dodson,accepted,wfo-0000949326,wfo,WCSP (2012),,,,,,
Orchidaceae,Epidendrum acrorhodum,Epidendrum,acrorhodum,Hágsater & Dodson,accepted,wfo-0000949328,wfo,WCSP (2012),,,,,,
Orchidaceae,Epidendrum acroscopeum,Epidendrum,acroscopeum,Hágsater & Dodson,accepted,wfo-0000808544,wfo,WCSP (2012),,,,,,
Orchidaceae,Epidendrum acuminatum,Epidendrum,acuminatum,Ruiz & Pav.,accepted,wfo-0000949333,wfo,WCSP (2012),,,,,,
Orchidaceae,Epidendrum acutissimum,Epidendrum,acutissimum,Lindl.,accepted,wfo-0000949336,wfo,WCSP (2012),,,,,,
Orchidaceae,Epidendrum adamsii,Epidendrum,adamsii,Hágsater & Dodson,accepted,wfo-0000949338,wfo,WCSP (2012),,,,,,
Orchidaceae,Epidendrum addae,Epidendrum,addae,Pabst,accepted,wfo-0000949339,wfo,WCSP (2012),,,,,,
Orchidaceae,Epidendrum adenoglossum,Epidendrum,adenoglossum,Lindl.,accepted,wfo-0000949342,wfo,WCSP (2012),,,,,,
Orchidaceae,Epidendrum adnatum,Epidendrum,adnatum,Ames & C.Schweinf.,accepted,wfo-0000949344,wfo,WCSP (2012),,,,,,
Orchidaceae,Epidendrum adolfomorenoi,Epidendrum,adolfomorenoi,R.Vásquez & Ibisch,accepted,wfo-0000408074,wfo,WCSP (2012),,,,,,
Orchidaceae,Epidendrum aenigmaticum,Epidendrum,aenigmaticum,Hágsater & Dodson,accepted,wfo-0000912434,wfo,WCSP (2012),,,,,,
Orchidaceae,Epidendrum agathosmicum,Epidendrum,agathosmicum,Rchb.f.,accepted,wfo-0000949357,wfo,WCSP (2012),,,,,,
Orchidaceae,Epidendrum aggregatum,Epidendrum,aggregatum,Lindl.,accepted,wfo-0000949359,wfo,WCSP (2012),,,,,,
Orchidaceae,Epidendrum agoyanense,Epidendrum,agoyanense,Hágsater & Dodson,accepted,wfo-0000949360,wfo,WCSP (2012),,,,,,
Orchidaceae,Epidendrum aguaricoense,Epidendrum,aguaricoense,Hágsater & Dodson,accepted,wfo-0000949361,wfo,WCSP (2012),,,,,,
Orchidaceae,Epidendrum aguirrei,Epidendrum,aguirrei,Hágsater,accepted,wfo-0000949362,wfo,WCSP (2012),,,,,,
Orchidaceae,Epidendrum alabastrialatum,Epidendrum,alabastrialatum,Pollard ex Hágsater,accepted,wfo-0000949363,wfo,WCSP (2012),,,,,,
Orchidaceae,Epidendrum albertii,Epidendrum,albertii,Schltr.,accepted,wfo-0000949371,wfo,WCSP (2012),,,,,,
Orchidaceae,Epidendrum albifloroides,Epidendrum,albifloroides,D.E.Benn. & Christenson,accepted,wfo-0000949373,wfo,WCSP (2012),,,,,,
Orchidaceae,Epidendrum albiforum,Epidendrum,albiforum,Schltr.,accepted,wfo-0000949374,wfo,WCSP (2012),,,,,,
Orchidaceae,Epidendrum albomarginatum,Epidendrum,albomarginatum,Rchb.f.,accepted,wfo-0000949375,wfo,WCSP (2012),,,,,,
Orchidaceae,Epidendrum alejandroi,Epidendrum,alejandroi,Archila & Chiron,accepted,wfo-0000921461,wfo,WCSP (2014),,,,,,
Orchidaceae,Epidendrum alexii,Epidendrum,alexii,Hágsater & Dodson,accepted,wfo-0000949379,wfo,WCSP (2012),,,,,,
Orchidaceae,Epidendrum alfaroi,Epidendrum,alfaroi,Ames & C.Schweinf.,accepted,wfo-0000949380,wfo,WCSP (2012),,,,,,
Orchidaceae,Epidendrum alfonsopozoi,Epidendrum,alfonsopozoi,Hágsater & Dodson,accepted,wfo-0000912436,wfo,WCSP (2012),,,,,,
Orchidaceae,Epidendrum alfredii,Epidendrum,alfredii,Schltr.,accepted,wfo-0000949381,wfo,WCSP (2012),,,,,,
Orchidaceae,Epidendrum allenii,Epidendrum,allenii,L.O.Williams,accepted,wfo-0000949386,wfo,WCSP (2012),,,,,,
Orchidaceae,Epidendrum allisonii,Epidendrum,allisonii,Hágsater & Dodson,accepted,wfo-0000949387,wfo,WCSP (2012),,,,,,
Orchidaceae,Epidendrum allochronum,Epidendrum,allochronum,Hágsater,accepted,wfo-0000949389,wfo,WCSP (2012),,,,,,
Orchidaceae,Epidendrum alopecurum,Epidendrum,alopecurum,Schltr.,accepted,wfo-0000949395,wfo,WCSP (2012),,,,,,
Orchidaceae,Epidendrum alpicola,Epidendrum,alpicola,Rchb.f. & Warsz.,accepted,wfo-0000949400,wfo,WCSP (2012),,,,,,
Orchidaceae,Epidendrum alpicolonigrense,Epidendrum,alpicolonigrense,Hágsater & Dodson,accepted,wfo-0000949397,wfo,WCSP (2012),,,,,,
Orchidaceae,Epidendrum alpicoloscandens,Epidendrum,alpicoloscandens,Hágsater & Dodson,accepted,wfo-0000949398,wfo,WCSP (2012),,,,,,
Orchidaceae,Epidendrum althausenii,Epidendrum,althausenii,A.D.Hawkes,accepted,wfo-0000949403,wfo,WCSP (2012),,,,,,
Orchidaceae,Epidendrum alticola,Epidendrum,alticola,Ames & Correll,accepted,wfo-0000949404,wfo,WCSP (2012),,,,,,
Orchidaceae,Epidendrum alvarezdeltoroi,Epidendrum,alvarezdeltoroi,Hágsater,accepted,wfo-0000949410,wfo,WCSP (2012),,,,,,
Orchidaceae,Epidendrum amapense,Epidendrum,amapense,Hágsater & L.Sánchez,accepted,wfo-0000949415,wfo,WCSP (2012),,,,,,
Orchidaceae,Epidendrum amarajiense,Epidendrum,amarajiense,V.P.Castro & L.C.Menezes,accepted,wfo-0000921511,wfo,WCSP (2014),,,,,,
Orchidaceae,Epidendrum amaruense,Epidendrum,amaruense,Hágsater,,,,,,,,,,
Orchidaceae,Epidendrum amayense,Epidendrum,amayense,Hágsater,accepted,wfo-0000949416,wfo,WCSP (2012),,,,,,
Orchidaceae,Epidendrum amazonicoriifolium,Epidendrum,amazonicoriifolium,Hágsater,accepted,wfo-0000949417,wfo,WCSP (2012),,,,,,
Orchidaceae,Epidendrum amblostomoides,Epidendrum,amblostomoides,Hoehne,accepted,wfo-0000949422,wfo,WCSP (2012),,,,,,
Orchidaceae,Epidendrum amethystinum,Epidendrum,amethystinum,Rchb.f.,accepted,wfo-0000949424,wfo,WCSP (2012),,,,,,
Orchidaceae,Epidendrum ampelospathum,Epidendrum,ampelospathum,Hágsater & Dodson,accepted,wfo-0000912437,wfo,WCSP (2012),,,,,,
Orchidaceae,Epidendrum amphistomum,Epidendrum,amphistomum,A.Rich.,accepted,wfo-0000949429,wfo,WCSP (2012),,,,,,
Orchidaceae,Epidendrum amplexicaule,Epidendrum,amplexicaule,Lindl.,accepted,wfo-0000949430,wfo,WCSP (2012),,,,,,
Orchidaceae,Epidendrum amplexigastrium,Epidendrum,amplexigastrium,Hágsater & Dodson,accepted,wfo-0000949432,wfo,WCSP (2012),,,,,,
Orchidaceae,Epidendrum ampliracemum,Epidendrum,ampliracemum,C.Schweinf.,accepted,wfo-0000949433,wfo,WCSP (2012),,,,,,
Orchidaceae,Epidendrum amplum,Epidendrum,amplum,D.E.Benn. & Christenson,accepted,wfo-0000949434,wfo,WCSP (2012),,,,,,
Orchidaceae,Epidendrum anastasioi,Epidendrum,anastasioi,Hágsater,accepted,wfo-0000949435,wfo,WCSP (2012),,,,,,
Orchidaceae,Epidendrum anatipedium,Epidendrum,anatipedium,L.M.Sánchez & Hágsater,accepted,wfo-0000949436,wfo,WCSP (2012),,,,,,
Orchidaceae,Epidendrum anceps,Epidendrum,anceps,Jacq.,accepted,wfo-0000949438,wfo,Correa A. et al. (2004),,,,,,
Orchidaceae,Epidendrum anchinocturnum,Epidendrum,anchinocturnum,Hágsater,accepted,wfo-0000949439,wfo,WCSP (2012),,,,,,
Orchidaceae,Epidendrum ancirotylosum,Epidendrum,ancirotylosum,Hágsater & E.Santiago,accepted,wfo-0000912438,wfo,WCSP (2012),,,,,,
Orchidaceae,Epidendrum anderssonii,Epidendrum,anderssonii,Hágsater & Dodson,accepted,wfo-0000949440,wfo,WCSP (2012),,,,,,
Orchidaceae,Epidendrum andinum,Epidendrum,andinum,Carnevali & G.A.Romero,accepted,wfo-0000949441,wfo,WCSP (2012),,,,,,
Orchidaceae,Epidendrum andreettae,Epidendrum,andreettae,Hágsater & Dodson,accepted,wfo-0000912439,wfo,WCSP (2012),,,,,,
Orchidaceae,Epidendrum andrei,Epidendrum,andrei,Hágsater & L.Sánchez,accepted,wfo-0000949443,wfo,WCSP (2012),,,,,,
Orchidaceae,Epidendrum angaritae,Epidendrum,angaritae,Hágsater,accepted,wfo-0000949444,wfo,WCSP (2012),,,,,,
Orchidaceae,Epidendrum angustatum,Epidendrum,angustatum,(T.Hashim.) Dodson,accepted,wfo-0000949445,wfo,WCSP (2012),,,,,,
Orchidaceae,Epidendrum angustilobopaniculatum,Epidendrum,angustilobopaniculatum,Hágsater & Dodson,accepted,wfo-0000949447,wfo,WCSP (2012),,,,,,
Orchidaceae,Epidendrum angustilobum,Epidendrum,angustilobum,Fawc. & Rendle,accepted,wfo-0000949448,wfo,WCSP (2012),,,,,,
Orchidaceae,Epidendrum angustisegmentum,Epidendrum,angustisegmentum,(L.O.Williams) Hágsater,accepted,wfo-0000949449,wfo,WCSP (2012),,,,,,
Orchidaceae,Epidendrum angustissimum,Epidendrum,angustissimum,Lindl.,accepted,wfo-0000949450,wfo,WCSP (2012),,,,,,
Orchidaceae,Epidendrum anisatum,Epidendrum,anisatum,Lex.,accepted,wfo-0000949451,wfo,WCSP (2012),,,,,,
Orchidaceae,Epidendrum anitae,Epidendrum,anitae,Schltr.,accepted,wfo-0000949452,wfo,WCSP (2012),,,,,,
Orchidaceae,Epidendrum annabellae,Epidendrum,annabellae,Nir,accepted,wfo-0000949454,wfo,WCSP (2012),,,,,,
Orchidaceae,Epidendrum anoglossoides,Epidendrum,anoglossoides,Ames & C.Schweinf.,accepted,wfo-0000949455,wfo,WCSP (2012),,,,,,
Orchidaceae,Epidendrum anoglossum,Epidendrum,anoglossum,Schltr.,accepted,wfo-0000949456,wfo,WCSP (2012),,,,,,
Orchidaceae,Epidendrum anthoceroides,Epidendrum,anthoceroides,Hágsater & Dodson,accepted,wfo-0000949460,wfo,WCSP (2012),,,,,,
Orchidaceae,Epidendrum anthropophorum,Epidendrum,anthropophorum,Rchb.f.,accepted,wfo-0000949462,wfo,WCSP (2012),,,,,,
Orchidaceae,Epidendrum antillanum,Epidendrum,antillanum,Ackerman & Hágsater,accepted,wfo-0000949463,wfo,WCSP (2012),,,,,,
Orchidaceae,Epidendrum antonense,Epidendrum,antonense,Hágsater,accepted,wfo-0000949467,wfo,WCSP (2012),,,,,,
Orchidaceae,Epidendrum apaganoides,Epidendrum,apaganoides,D.E.Benn. & Christenson,accepted,wfo-0000949468,wfo,WCSP (2012),,,,,,
Orchidaceae,Epidendrum apaganum,Epidendrum,apaganum,Mansf.,accepted,wfo-0000949469,wfo,WCSP (2012),,,,,,
Orchidaceae,Epidendrum apatotylosum,Epidendrum,apatotylosum,Hágsater,accepted,wfo-0000912440,wfo,WCSP (2012),,,,,,
Orchidaceae,Epidendrum aporoides,Epidendrum,aporoides,F.Lehm. & Kraenzl.,accepted,wfo-0000949473,wfo,WCSP (2012),,,,,,
Orchidaceae,Epidendrum appendiculatum,Epidendrum,appendiculatum,T.Hashim.,accepted,wfo-0000949475,wfo,WCSP (2012),,,,,,
Orchidaceae,Epidendrum apuahuense,Epidendrum,apuahuense,Mansf.,accepted,wfo-0000949477,wfo,WCSP (2012),,,,,,
Orchidaceae,Epidendrum aquaticoides,Epidendrum,aquaticoides,C.Schweinf.,accepted,wfo-0000949478,wfo,WCSP (2012),,,,,,
Orchidaceae,Epidendrum aquaticum,Epidendrum,aquaticum,Lindl.,accepted,wfo-0000949479,wfo,WCSP (2012),,,,,,
Orchidaceae,Epidendrum arachnoglossum,Epidendrum,arachnoglossum,Rchb.f. ex André,accepted,wfo-0000949480,wfo,WCSP (2012),,,,,,
Orchidaceae,Epidendrum arbuscula,Epidendrum,arbuscula,Lindl.,accepted,wfo-0000949482,wfo,WCSP (2014),,,,,,
Orchidaceae,Epidendrum arbusculum,Epidendrum,arbusculum,Lindl.,accepted,wfo-0001088482,wfo,WCSP (2012),,,,,,
Orchidaceae,Epidendrum archilarum,Epidendrum,archilarum,Chiron,accepted,wfo-0000921460,wfo,WCSP (2014),,,,,,
Orchidaceae,Epidendrum ardens,Epidendrum,ardens,Kraenzl.,accepted,wfo-0000949485,wfo,WCSP (2012),,,,,,
Orchidaceae,Epidendrum arevaloi,Epidendrum,arevaloi,(Schltr.) Hágsater,accepted,wfo-0000949487,wfo,WCSP (2012),,,,,,
Orchidaceae,Epidendrum arevaloides,Epidendrum,arevaloides,Hágsater & Dodson,accepted,wfo-0000912441,wfo,WCSP (2012),,,,,,
Orchidaceae,Epidendrum ariasii,Epidendrum,ariasii,Hágsater & Dodson,accepted,wfo-0000912442,wfo,WCSP (2012),,,,,,
Orchidaceae,Epidendrum aristatum,Epidendrum,aristatum,Ackerman & Montalvo,accepted,wfo-0000949489,wfo,WCSP (2012),,,,,,
Orchidaceae,Epidendrum aristisepalum,Epidendrum,aristisepalum,Hágsater & Dodson,accepted,wfo-0000949490,wfo,WCSP (2012),,,,,,
Orchidaceae,Epidendrum aristoloides,Epidendrum,aristoloides,Hágsater & Dodson,accepted,wfo-0000949491,wfo,WCSP (2012),,,,,,
Orchidaceae,Epidendrum armeniacum,Epidendrum,armeniacum,Lindl.,accepted,wfo-0000949493,wfo,WCSP (2012),,,,,,
Orchidaceae,Epidendrum arnoldii,Epidendrum,arnoldii,Schltr.,accepted,wfo-0000949495,wfo,WCSP (2012),,,,,,
Orchidaceae,Epidendrum artelirioi,Epidendrum,artelirioi,Xim.Bols.,,,wcsp,WCSP (2014),,,,,,
Orchidaceae,Epidendrum asplundii,Epidendrum,asplundii,Hágsater & Dodson,accepted,wfo-0000949504,wfo,WCSP (2012),,,,,,
Orchidaceae,Epidendrum astroselaginella,Epidendrum,astroselaginella,Hágsater & E.Santiago,accepted,wfo-0000912444,wfo,WCSP (2012),,,,,,
Orchidaceae,Epidendrum atacazoicum,Epidendrum,atacazoicum,Schltr.,accepted,wfo-0000949505,wfo,WCSP (2012),,,,,,
Orchidaceae,Epidendrum atonum,Epidendrum,atonum,Hágsater & Dodson,accepted,wfo-0000912443,wfo,WCSP (2012),,,,,,
Orchidaceae,Epidendrum atrobrunneum,Epidendrum,atrobrunneum,Schltr.,accepted,wfo-0000949506,wfo,WCSP (2012),,,,,,
Orchidaceae,Epidendrum atrorugosum,Epidendrum,atrorugosum,Hágsater,accepted,wfo-0000949510,wfo,WCSP (2012),,,,,,
Orchidaceae,Epidendrum atroscriptum,Epidendrum,atroscriptum,Hágsater,accepted,wfo-0000949511,wfo,WCSP (2012),,,,,,
Orchidaceae,Epidendrum attenuatum,Epidendrum,attenuatum,Lindl.,accepted,wfo-0000949512,wfo,WCSP (2012),,,,,,
Orchidaceae,Epidendrum atwoodchlamys,Epidendrum,atwoodchlamys,Hágsater,accepted,wfo-0000949513,wfo,WCSP (2012),,,,,,
Orchidaceae,Epidendrum atwoodii,Epidendrum,atwoodii,Hágsater & L.Sánchez,accepted,wfo-0000949514,wfo,WCSP (2012),,,,,,
Orchidaceae,Epidendrum atypicum,Epidendrum,atypicum,Hágsater & E.Santiago,accepted,wfo-0000808546,wfo,WCSP (2012),,,,,,
Orchidaceae,Epidendrum aureoglobiflorum,Epidendrum,aureoglobiflorum,Hágsater & Dodson,accepted,wfo-0000912445,wfo,WCSP (2012),,,,,,
Orchidaceae,Epidendrum aurigineum,Epidendrum,aurigineum,Barringer,accepted,wfo-0000949520,wfo,WCSP (2012),,,,,,
Orchidaceae,Epidendrum avicula,Epidendrum,avicula,Lindl.,accepted,wfo-0000949525,wfo,WCSP (2012),,,,,,
Orchidaceae,Epidendrum aylacotoglossum,Epidendrum,aylacotoglossum,Hágsater,accepted,wfo-0000912447,wfo,WCSP (2012),,,,,,
Orchidaceae,Epidendrum azulense,Epidendrum,azulense,D.E.Benn. & Christenson,accepted,wfo-0000949526,wfo,WCSP (2012),,,,,,
Orchidaceae,Epidendrum badium,Epidendrum,badium,Hágsater,accepted,wfo-0000949531,wfo,WCSP (2012),,,,,,
Orchidaceae,Epidendrum baezense,Epidendrum,baezense,Hágsater & Dodson,accepted,wfo-0000949532,wfo,WCSP (2012),,,,,,
Orchidaceae,Epidendrum bahorucense,Epidendrum,bahorucense,Hágsater & L.Cerv.,accepted,wfo-0000949535,wfo,WCSP (2012),,,,,,
Orchidaceae,Epidendrum bakrense,Epidendrum,bakrense,Hágsater & G.Cremers,accepted,wfo-0000949536,wfo,WCSP (2012),,,,,,
Orchidaceae,Epidendrum bambusaceum,Epidendrum,bambusaceum,Schltr.,accepted,wfo-0000949537,wfo,WCSP (2012),,,,,,
Orchidaceae,Epidendrum bambusiforme,Epidendrum,bambusiforme,Kraenzl.,accepted,wfo-0000949538,wfo,WCSP (2012),,,,,,
Orchidaceae,Epidendrum bambusitricolor,Epidendrum,bambusitricolor,Hágsater & Collantes,accepted,wfo-0000920741,wfo,WCSP (2014),,,,,,
Orchidaceae,Epidendrum bangii,Epidendrum,bangii,Rolfe,accepted,wfo-0000949539,wfo,WCSP (2012),,,,,,
Orchidaceae,Epidendrum barbae,Epidendrum,barbae,Rchb.f.,accepted,wfo-0000949541,wfo,WCSP (2012),,,,,,
Orchidaceae,Epidendrum barbaricum,Epidendrum,barbaricum,Hágsater & Dodson,accepted,wfo-0000949542,wfo,WCSP (2012),,,,,,
Orchidaceae,Epidendrum barbeyanum,Epidendrum,barbeyanum,Kraenzl.,accepted,wfo-0000949543,wfo,WCSP (2012),,,,,,
Orchidaceae,Epidendrum batesii,Epidendrum,batesii,Dodson,accepted,wfo-0000949547,wfo,WCSP (2012),,,,,,
Orchidaceae,Epidendrum baumannianum,Epidendrum,baumannianum,Schltr.,accepted,wfo-0000949549,wfo,WCSP (2012),,,,,,
Orchidaceae,Epidendrum beharorum,Epidendrum,beharorum,Hágsater,accepted,wfo-0000949552,wfo,WCSP (2012),,,,,,
Orchidaceae,Epidendrum belloi,Epidendrum,belloi,Hágsater,accepted,wfo-0000949554,wfo,WCSP (2012),,,,,,
Orchidaceae,Epidendrum bennettii,Epidendrum,bennettii,Dodson,accepted,wfo-0000949557,wfo,WCSP (2012),,,,,,
Orchidaceae,Epidendrum berkeleyi,Epidendrum,berkeleyi,(Rolfe) Baptista,accepted,wfo-0000626607,wfo,WCSP (2012),,,,,,
Orchidaceae,Epidendrum betimianum,Epidendrum,betimianum,Barb.Rodr.,accepted,wfo-0000949558,wfo,WCSP (2012),,,,,,
Orchidaceae,Epidendrum bianthogastrium,Epidendrum,bianthogastrium,Hágsater & Dodson,accepted,wfo-0000949560,wfo,WCSP (2012),,,,,,
Orchidaceae,Epidendrum bicirrhatum,Epidendrum,bicirrhatum,D.E.Benn. & Christenson,accepted,wfo-0000949563,wfo,WCSP (2012),,,,,,
Orchidaceae,Epidendrum bicuniculatum,Epidendrum,bicuniculatum,Hágsater & E.Santiago,accepted,wfo-0000912448,wfo,WCSP (2012),,,,,,
Orchidaceae,Epidendrum bidens,Epidendrum,bidens,D.E.Benn. & Christenson,accepted,wfo-0000949566,wfo,WCSP (2012),,,,,,
Orchidaceae,Epidendrum bifalce,Epidendrum,bifalce,Schltr.,accepted,wfo-0000949569,wfo,WCSP (2012),,,,,,
Orchidaceae,Epidendrum bifarium,Epidendrum,bifarium,Sw.,accepted,wfo-0000949570,wfo,WCSP (2012),,,,,,
Orchidaceae,Epidendrum biforatum,Epidendrum,biforatum,Lindl.,accepted,wfo-0000949579,wfo,WCSP (2012),,,,,,
Orchidaceae,Epidendrum bilobatum,Epidendrum,bilobatum,Ames,accepted,wfo-0000949582,wfo,WCSP (2012),,,,,,
Orchidaceae,Epidendrum birostratum,Epidendrum,birostratum,C.Schweinf.,accepted,wfo-0000949584,wfo,WCSP (2012),,,,,,
Orchidaceae,Epidendrum bispathulatum,Epidendrum,bispathulatum,Hágsater,,,,,,,,,,
Orchidaceae,Epidendrum bisulcatum,Epidendrum,bisulcatum,Ames,accepted,wfo-0000949588,wfo,WCSP (2012),,,,,,
Orchidaceae,Epidendrum bivalve,Epidendrum,bivalve,Lindl.,accepted,wfo-0000949590,wfo,WCSP (2012),,,,,,
Orchidaceae,Epidendrum blancheanum,Epidendrum,blancheanum,Urb.,accepted,wfo-0000949591,wfo,WCSP (2012),,,,,,
Orchidaceae,Epidendrum blepharichilum,Epidendrum,blepharichilum,Kraenzl.,accepted,wfo-0000949593,wfo,WCSP (2012),,,,,,
Orchidaceae,Epidendrum blepharoclinium,Epidendrum,blepharoclinium,Rchb.f.,accepted,wfo-0000949595,wfo,WCSP (2012),,,,,,
Orchidaceae,Epidendrum bogotense,Epidendrum,bogotense,Schltr.,accepted,wfo-0000949598,wfo,WCSP (2012),,,,,,
Orchidaceae,Epidendrum boissierianum,Epidendrum,boissierianum,Schltr.,accepted,wfo-0000949599,wfo,WCSP (2012),,,,,,
Orchidaceae,Epidendrum bolbophylloides,Epidendrum,bolbophylloides,F.Lehm. & Kraenzl.,accepted,wfo-0000949600,wfo,WCSP (2012),,,,,,
Orchidaceae,Epidendrum bolivianum,Epidendrum,bolivianum,Schltr.,accepted,wfo-0000949601,wfo,WCSP (2012),,,,,,
Orchidaceae,Epidendrum bonitense,Epidendrum,bonitense,Hágsater & Dodson,accepted,wfo-0000949602,wfo,WCSP (2012),,,,,,
Orchidaceae,Epidendrum borchsenii,Epidendrum,borchsenii,Hágsater & Dodson,accepted,wfo-0000949605,wfo,WCSP (2012),,,,,,
Orchidaceae,Epidendrum boricuarum,Epidendrum,boricuarum,Hágsater & L.Sánchez,accepted,wfo-0000949606,wfo,WCSP (2012),,,,,,
Orchidaceae,Epidendrum boricuomutelianum,Epidendrum,boricuomutelianum,Hágsater & L.Sánchez,accepted,wfo-0000912449,wfo,WCSP (2012),,,,,,
Orchidaceae,Epidendrum boscoense,Epidendrum,boscoense,Hágsater & Dodson,accepted,wfo-0000949608,wfo,WCSP (2012),,,,,,
Orchidaceae,Epidendrum boylei,Epidendrum,boylei,Hágsater & Dodson,accepted,wfo-0000949610,wfo,WCSP (2012),,,,,,
Orchidaceae,Epidendrum braccigerum,Epidendrum,braccigerum,Rchb.f.,accepted,wfo-0000949611,wfo,WCSP (2012),,,,,,
Orchidaceae,Epidendrum brachyanthum,Epidendrum,brachyanthum,Hágsater & Dodson,accepted,wfo-0000912450,wfo,WCSP (2012),,,,,,
Orchidaceae,Epidendrum brachyblastum,Epidendrum,brachyblastum,Hágsater & Dodson,accepted,wfo-0000912451,wfo,WCSP (2012),,,,,,
Orchidaceae,Epidendrum brachybotrys,Epidendrum,brachybotrys,Ackerman & Montalvo,accepted,wfo-0000949613,wfo,WCSP (2012),,,,,,
Orchidaceae,Epidendrum brachybulbum,Epidendrum,brachybulbum,F.Lehm. & Kraenzl.,accepted,wfo-0000949614,wfo,WCSP (2012),,,,,,
Orchidaceae,Epidendrum brachyclinium,Epidendrum,brachyclinium,Hágsater & García-Cruz,accepted,wfo-0000949619,wfo,WCSP (2012),,,,,,
Orchidaceae,Epidendrum brachycorymbosum,Epidendrum,brachycorymbosum,Hágsater & Dodson,accepted,wfo-0000912452,wfo,WCSP (2012),,,,,,
Orchidaceae,Epidendrum brachyglossum,Epidendrum,brachyglossum,Lindl.,accepted,wfo-0000949621,wfo,WCSP (2012),,,,,,
Orchidaceae,Epidendrum brachypodum,Epidendrum,brachypodum,Hágsater,accepted,wfo-0000912453,wfo,WCSP (2012),,,,,,
Orchidaceae,Epidendrum brachyrepens,Epidendrum,brachyrepens,Hágsater,accepted,wfo-0000949624,wfo,WCSP (2012),,,,,,
Orchidaceae,Epidendrum brachyschistum,Epidendrum,brachyschistum,Schltr.,accepted,wfo-0000949625,wfo,WCSP (2012),,,,,,
